Components,Pressure_kPa,Temperature_C,Speed_mms,Cells (e6/ml),Needle_um,Has_Cells,num_components,contains_alginate,contains_gelatin,contains_pcl,contains_gelatin_methacrylated,contains_hydroxyapatite,contains_hyaluronic_acid,contains_pluronic_f127,contains_plga,contains_methylcellulose,contains_beta_tricalcium_phosphate,contains_chitosan,contains_fibrinogen,contains_carbopol,contains_polypropylene_fumarate_ppf,contains_diethyl_fumarate_def,contains_diclofenac_sodium,contains_lactose,contains_polyplasdone,contains_gellan_gum,contains_laponite,contains_glycerol,contains_pegda,contains_collagen,contains_hyaluronic_acid_methacrylated,contains_hydroxypropyl_methylcellulose,alginate_conc,gelatin_conc,pcl_conc,gelatin_methacrylated_conc,hydroxyapatite_conc,hyaluronic_acid_conc,pluronic_f127_conc,plga_conc,methylcellulose_conc,beta_tricalcium_phosphate_conc,chitosan_conc,fibrinogen_conc,carbopol_conc,polypropylene_fumarate_ppf_conc,diethyl_fumarate_def_conc,diclofenac_sodium_conc,lactose_conc,polyplasdone_conc,gellan_gum_conc,laponite_conc,glycerol_conc,pegda_conc,collagen_conc,hyaluronic_acid_methacrylated_conc,hydroxypropyl_methylcellulose_conc,dominant_material_type,total_solid_content,has_synthetic_polymer,has_natural_polymer,volumetric_flow_rate,wall_shear_rate,specific_pressure,throughput_capacity,temp_stress,shear_stress_risk,resolution_capability,is_synthetic,data_origin,parent_real_id
,259.2204116901384,41.599118478498,19.93486432297029,,380.51764521170196,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.002267006506370121,419.1104124071888,114344.75226118507,,,,,1,physics_sim,
,300.2714491417314,37.0,15.618868167658647,,226.82366547570058,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.0006311261416930359,550.8724930163511,475770.1409199983,,,,,1,physics_sim,
,145.7473000414328,94.10985148702643,18.756881413042535,,539.1711535053394,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.004282563502580464,278.3068936290617,34032.71566688899,,,,,1,physics_sim,
,173.81834758259674,37.0,22.423673017441356,,238.84852425240985,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,0,0.0010047123897846473,751.0590704966343,173002.91739901406,,,,,1,physics_sim,
,289.7368587761084,65.74201623179778,9.67841099696254,,218.12771158435783,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0003616726166646106,354.96300958548557,801100.3441392547,,,,,1,physics_sim,
,371.54005803027076,127.05738812709892,0.8291174587408064,,521.7978569727289,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.00017730073002631414,12.711703320362176,2095524.1552077855,,,,,1,physics_sim,
,419.380170428187,113.23364514940357,13.362078529353825,,340.0811964362921,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.001213749714753436,314.3267620621205,345524.1387959807,,,,,1,physics_sim,
,542.7871934582521,65.30958566151097,10.094870195002171,,464.9935787766433,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0017142909466163693,173.67758007977625,316624.711753207,,,,,1,physics_sim,
,462.2425828581673,138.6248184660597,11.225863604958542,,509.72107317783804,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.002290734835195468,176.18833483365796,201787.8167164239,,,,,1,physics_sim,
,542.4449241339722,41.87905296696417,10.084951425453845,,435.4019740635955,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thermo-responsive,,1,1,0.0015015661854779175,185.29913441045113,361252.51629105315,,,,,1,physics_sim,
,551.0852715281657,37.0,18.821807111549862,,423.1709780602803,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.00264717681368183,355.8241458870277,208178.41124230644,,,,,1,physics_sim,
,604.7923635544017,53.288987780589224,7.308288757868305,,476.9435689844232,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.0013056884855883403,122.58538010095154,463197.6976377993,,,,,1,physics_sim,
,626.9605273650742,109.93281592666337,11.953687546251528,,311.3830185494292,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0009102938945667059,307.1120986292215,688744.417998195,,,,,1,physics_sim,
,354.75762690868896,127.18107190987153,24.594327460688756,,514.6833362829236,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.005116877824626158,382.28285654552457,69330.86341645148,,,,,1,physics_sim,
,356.60062820392517,143.8272959388235,7.115305704015021,,366.09638893361614,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.0007489870962798394,155.4848515270645,476109.87407560996,,,,,1,physics_sim,
,680.7456326573757,145.63932987511785,22.28127199109707,,330.1162473446991,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.0019070569418874728,539.9618005631431,356961.1691942728,,,,,1,physics_sim,
,617.0970740601168,134.86454833179286,17.87615989546715,,586.9054350105462,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.00483615681403025,243.66664343432072,127600.69000847061,,,,,1,physics_sim,
,650.9433834423996,20.85086989465646,24.942367626872404,,296.59859410274714,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,1,1,0.0017233192276815811,672.7574759562665,377726.305875332,,,,,1,physics_sim,
,313.29081587446433,37.0,1.0328747749366234,,232.08889858228562,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,4.369646330172556e-05,35.602721917547164,7169542.399091456,,,,,1,physics_sim,
,579.4400605022166,104.83129900526399,1.6461938055102743,,534.8478511322609,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.0003698548814772234,24.622984269288505,1566664.4482924086,,,,,1,physics_sim,
,301.773424863591,121.28552484611124,2.3846784284226836,,455.32889591673063,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.00038830244839100367,41.89812481449262,777158.7559009239,,,,,1,physics_sim,
,455.84835203515587,64.5762653252961,23.25482498416902,,571.6558080061851,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.005968596188740303,325.43813030829443,76374.45410038879,,,,,1,physics_sim,
,379.128309966498,151.29010983562426,21.623400777930478,,384.466760501564,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0025103338130288786,449.9405832806295,151026.9897062279,,,,,1,physics_sim,
,655.1401417085716,37.0,3.3745378060871003,,570.0188701372058,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thermo-responsive,,0,0,0.0008611576131477929,47.36036558057353,760765.9398700524,,,,,1,physics_sim,
,424.35171920572407,37.0,18.87140269915275,,524.1034346798126,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.004071252846577651,288.05615253220253,104231.2111199943,,,,,1,physics_sim,
,635.513208588302,127.96987502738908,4.824400814419233,,207.65794719873466,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.00016339184486417052,185.85946774688966,3889480.0388389593,,,,,1,physics_sim,
,609.6997683139014,85.83186673568628,24.05035957037044,,414.3740315408473,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic,,0,1,0.0032433701589605285,464.3217359963482,187983.34770581874,,,,,1,physics_sim,
,445.6435307949915,22.538456036767585,15.106016386347077,,341.969864350804,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.0013874441338099957,353.3882250854326,321197.2278653149,,,,,1,physics_sim,
,668.0868352128235,45.628615563574996,22.15483004140495,,463.61816405289295,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0037400653417303613,382.2944171399287,178629.67502970272,,,,,1,physics_sim,
,224.03010304856065,19.35377077276196,20.20415959017619,,598.8951599614411,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,0,0.005691572577774425,269.88575899614,39361.716050442956,,,,,1,physics_sim,
,712.7576548680565,65.38852695165124,19.554650247217534,,251.17476980471326,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.0009689290117795983,622.8220173552257,735613.1466698617,,,,,1,physics_sim,
,238.62044325152243,37.0,14.11061441503481,,515.7637687654342,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thermo-responsive,,0,0,0.00294806779998377,218.8694128230384,80941.27357300349,,,,,1,physics_sim,
,713.9604401397002,91.83278285783629,2.518155286237845,,375.38268610023124,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.00027868966577781725,53.665877692362656,2561838.367090832,,,,,1,physics_sim,
,126.21186334136871,37.0,5.736733391344323,,452.2323766332369,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0009214628938106353,101.48292833171969,136968.86463931898,,,,,1,physics_sim,
,274.211424875808,39.666735509845815,8.050240408780615,,590.1493108585684,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.002202026494984504,109.12818381274082,124526.79428407304,,,,,1,physics_sim,
,71.8044162067878,96.69421285015885,12.474273280444264,,320.96780451141456,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thermo-responsive,,0,0,0.0010093181399344537,310.9164755953076,71141.4391799316,,,,,1,physics_sim,
,387.615044011228,54.677860589811885,4.20111450012075,,449.599394211593,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.0006669692849974142,74.75302567564891,581157.890733814,,,,,1,physics_sim,
,238.92821062798657,75.69805486315784,20.68386343180411,,222.7914907989473,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.0008063409984984827,742.7162893764677,296311.25635636377,,,,,1,physics_sim,
,713.3116249869237,21.519409030774916,15.99809654626217,,307.66821993965823,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.0011893877808081528,415.98303914740876,599729.5724466566,,,,,1,physics_sim,
,287.48604518040923,122.53801051622612,5.442546368413206,,395.7570149626355,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.000669497966791669,110.01793401610321,429404.763024627,,,,,1,physics_sim,
,279.96862296318795,62.59380032335921,21.593010597922987,,362.7219203806894,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.002231262587372563,476.24382718419054,125475.36944878244,,,,,1,physics_sim,
,391.0808402008731,141.09288195884272,18.590627386252145,,405.1588222075237,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0023968150755428594,367.0783042197617,163166.81291963402,,,,,1,physics_sim,
,218.72366547952558,38.96883149000438,3.899182207676179,,541.881380037279,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,1,0,0.0008992322372132905,57.56510245848392,243233.51987894345,,,,,1,physics_sim,
,684.6835117893179,96.02106197053766,15.373578875728754,,430.64560285188713,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0022392619270589754,285.5912756798653,305762.89345734584,,,,,1,physics_sim,
,711.3545351508318,120.77224662559124,22.423840482641147,,334.99213026995926,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,1,1,0.001976373790262671,535.5072418115793,359928.966234329,,,,,1,physics_sim,
,174.71668478642823,37.0,6.002443089617786,,549.6287093220741,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.0014241533365063675,87.36724113212631,122681.00465503661,,,,,1,physics_sim,
,49.975303796043306,53.47866618228644,9.849685993279948,,292.82229588046243,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,0,0.000663316116845993,269.0965854140123,75341.49583485936,,,,,1,physics_sim,
,39.92416193086875,49.53126478152597,7.782500197899192,,283.0163744822814,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0004895895598678138,219.98725233924782,81546.02070278481,,,,,1,physics_sim,
,534.7587911665858,89.37371389234103,15.65066377476266,,504.1697246729887,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0031244686287994904,248.339599906387,171151.86085903968,,,,,1,physics_sim,
,538.9670106707667,37.0,12.259213977666297,,469.7598607255926,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.002124732774896077,208.77413676998495,253663.313982538,,,,,1,physics_sim,
,341.85051644793043,37.0,18.52246504595092,,274.29635869046245,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.0010945327225988552,540.2175325664114,312325.2480848579,,,,,1,physics_sim,
,130.02764977974823,37.0,1.3068113894443052,,379.61550717205034,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.00014790766537645813,27.53968273528002,879107.7213008513,,,,,1,physics_sim,
,139.60154961520132,71.85356865116304,9.927962006939413,,520.5783104891815,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.002113110106017845,152.56819775543195,66064.46259150104,,,,,1,physics_sim,
,425.67278575161555,149.4665011850131,21.51278968713054,,534.026378182008,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.004818501869884455,322.27305925463713,88341.29547002281,,,,,1,physics_sim,
,381.87864526643494,37.0,18.561508936609805,,323.14726400506646,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.001522313597646495,459.5182346485079,250853.96005321175,,,,,1,physics_sim,
,707.1042005562011,37.0,7.1515627005264575,,444.5854444902643,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0011102002275268832,128.6872988203235,636915.34743784,,,,,1,physics_sim,
,388.22874108763773,64.26668513333235,9.215041975247797,,565.172401909876,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,0,0.002311793787161141,130.43866705624242,167933.91145430275,,,,,1,physics_sim,
,451.39163273502334,37.0,23.521662711915294,,357.2269517360391,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0023574708690100904,526.7611815663018,191472.75463548335,,,,,1,physics_sim,
,708.3957822062475,37.0,22.341732403854788,,419.2380342528034,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0030840973565823327,426.33024308629683,229692.99299237065,,,,,1,physics_sim,
,116.282647119406,37.0,23.01304326579018,,416.554391993749,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,0,0.003136226145691887,441.9695078929917,37077.24017348008,,,,,1,physics_sim,
,493.6947992379918,37.0,7.334887049665705,,270.87700040447646,1,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.000422695451956896,216.62632409404625,1167965.3258322966,,,,,1,physics_sim,
,355.4062091536676,118.98248242846806,21.71859130429941,,299.7832817172929,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.001532979521429964,579.5810660840616,231840.003304246,,,,,1,physics_sim,
,244.4669231567252,37.0,17.49265624956406,,339.5185997607227,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0015836995212638177,412.17547724872406,154364.36363715836,,,,,1,physics_sim,
,99.55864682411585,56.75207468801891,18.558698091695927,,412.58196567572213,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,1,1,0.002481177701636583,359.85474815198677,40125.54466892976,,,,,1,physics_sim,
,445.9529626450501,21.56113240773874,10.179921702926643,,342.052659101525,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0009354493143396874,238.0901486202528,476725.43993941345,,,,,1,physics_sim,
,623.2728199224576,145.26603765468505,14.46850779140275,,462.81219929364295,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.002434014829621675,250.09725226468774,256067.69370079835,,,,,1,physics_sim,
,199.69151562700085,25.970860066096073,19.653716343926227,,239.49488275306635,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,1,1,0.0008853745657399424,656.5054743447332,225544.4168036318,,,,,1,physics_sim,
,679.0863785099306,104.45688397075278,19.739051964539737,,479.88208243979045,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thermo-responsive,,0,1,0.003570139953847843,329.06503046480395,190212.76394648277,,,,,1,physics_sim,
,193.9443882450381,19.607880231812043,10.99221435860308,,517.4282618155206,0,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0023114013495408006,169.95150775841782,83907.67115191714,,,,,1,physics_sim,
,96.42888468068564,46.647681540590774,1.3621752904048072,,409.43459408858115,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.00017934610460239908,26.615733199563156,537666.2472163253,,,,,1,physics_sim,
,278.32893399606945,84.21580772774819,20.712319106667202,,528.2784643067117,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.004539880519204804,313.6575900529839,61307.5325465368,,,,,1,physics_sim,
,255.15007364981594,82.67050252823921,5.780142781076359,,233.87533675012273,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,0,0.00024831176650856455,197.71701320176302,1027535.0608725772,,,,,1,physics_sim,
,294.60048143029445,70.76860601692138,20.34425945511669,,529.4494442995895,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.004478996889634489,307.4024812014059,65773.74865750059,,,,,1,physics_sim,
,517.361765947273,102.24391378265294,2.5606086799349974,,368.3044807063703,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.0002728017170606379,55.61938414669187,1896468.5231939063,,,,,1,physics_sim,
,500.3379738149903,37.0,24.298967049049345,,467.3630768683911,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.004168564167556818,415.9330104678062,120026.42484973713,,,,,1,physics_sim,
,587.8583599928476,37.0,1.7701812191396846,,477.33406149388264,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0003167761393646464,29.66779570940992,1855747.4228471895,,,,,1,physics_sim,
,618.5592405183614,37.0,15.56749378850828,,349.38317805308213,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0014924938984377334,356.4566089472292,414446.46890641795,,,,,1,physics_sim,
,501.64538875028694,37.0,2.403627793282544,,358.1037261724631,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,1,1,0.0002420888450388083,53.696791947707446,2072145.5237821748,,,,,1,physics_sim,
,174.40624162292562,28.88071293793761,13.294111087677805,,484.04590653491175,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.0024463708225646247,219.71652869618256,71291.79628961264,,,,,1,physics_sim,
,243.8484583621705,82.36890947730078,21.026913322018213,,220.0857726761821,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0007999251350048301,764.3168585995971,304838.7190908547,,,,,1,physics_sim,
,245.17489452568145,72.7430301239117,1.7461733859907462,,512.3855454577741,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,0,0.00036005677350498504,27.263428774138543,680932.0963661599,,,,,1,physics_sim,
